id;serial;valor;created_at;updated_at
289;jebnm3a5lo;15902.0;2022-07-27 13:05:02.510600;2022-07-27 13:05:02.510600
290;0mng6xg518;9600.75;2022-07-27 13:05:02.542566;2022-07-27 13:05:02.542566
291;shzqjuw9tx;24527.9;2022-07-27 13:05:02.575470;2022-07-27 13:05:02.575470
292;kd021ii2jv;18547.6;2022-07-27 13:05:02.602233;2022-07-27 13:05:02.602233
293;8vc5qu542n;16713.2;2022-07-27 13:05:02.622042;2022-07-27 13:05:02.622042
294;5brbajr9an;11833.5;2022-07-27 13:05:02.637547;2022-07-27 13:05:02.637547
295;dy2redbumv;18785.9;2022-07-27 13:05:02.664436;2022-07-27 13:05:02.664436
296;ev1cjxzlis;15514.9;2022-07-27 13:05:02.687699;2022-07-27 13:05:02.687699
297;jdmra6fwk5;12430.5;2022-07-27 13:05:02.705402;2022-07-27 13:05:02.705402
298;4f6k29xae0;21359.7;2022-07-27 13:05:02.724975;2022-07-27 13:05:02.724975
299;jw8kzhtc61;22106.2;2022-07-27 13:05:02.754676;2022-07-27 13:05:02.754676
300;ws3algi0vl;17883.2;2022-07-27 13:05:02.785221;2022-07-27 13:05:02.785221
301;1xxfrhf6qs;22001.1;2022-07-27 13:05:02.813368;2022-07-27 13:05:02.813368
302;uq86b6yaa3;16290.2;2022-07-27 13:05:02.842987;2022-07-27 13:05:02.842987
303;v5sjaty0ek;19863.8;2022-07-27 13:05:02.872218;2022-07-27 13:05:02.872218
304;hxc14n4jhx;20883.6;2022-07-27 13:05:02.891102;2022-07-27 13:05:02.891102
305;n4yxqb8lnt;21019.4;2022-07-27 13:05:02.908240;2022-07-27 13:05:02.908240
306;k01ngih73n;20551.3;2022-07-27 13:05:02.926595;2022-07-27 13:05:02.926595
307;arii62pbn1;25516.6;2022-07-27 13:05:02.957461;2022-07-27 13:05:02.957461
308;a7wjh25lgp;22153.5;2022-07-27 13:05:02.974158;2022-07-27 13:05:02.974158
309;2u3mihnxz1;16454.0;2022-07-27 13:05:02.993835;2022-07-27 13:05:02.993835
310;lduu9fvx13;12888.9;2022-07-27 13:05:03.011566;2022-07-27 13:05:03.011566
311;2pucxfz0i2;20708.3;2022-07-27 13:05:03.029302;2022-07-27 13:05:03.029302
312;c5l2phlr9n;9120.84;2022-07-27 13:05:03.045492;2022-07-27 13:05:03.045492
313;ydlkfutela;9120.54;2022-07-27 13:05:03.064541;2022-07-27 13:05:03.064541
314;8a952p0qen;8001.63;2022-07-27 13:05:03.084756;2022-07-27 13:05:03.084756
315;tbq4k0ln94;7355.36;2022-07-27 13:05:03.108038;2022-07-27 13:05:03.108038
316;txgxdh5x2v;16904.9;2022-07-27 13:05:03.126723;2022-07-27 13:05:03.126723
317;9uwrp57xz3;12585.7;2022-07-27 13:05:03.145271;2022-07-27 13:05:03.145271
318;nkje61oz5u;15663.3;2022-07-27 13:05:03.160366;2022-07-27 13:05:03.160366
319;rf8njsfbbu;6093.53;2022-07-27 13:05:03.178865;2022-07-27 13:05:03.178865
320;gjvh8unhl1;6509.79;2022-07-27 13:05:03.195451;2022-07-27 13:05:03.195451
321;znj471sd04;7513.82;2022-07-27 13:05:03.211576;2022-07-27 13:05:03.211576
322;jo9o9hp88k;15682.5;2022-07-27 13:05:03.227847;2022-07-27 13:05:03.227847
323;z5lxx96jvh;7358.65;2022-07-27 13:05:03.243725;2022-07-27 13:05:03.243725
324;kjcxfi9jyy;7700.9;2022-07-27 13:05:03.261055;2022-07-27 13:05:03.261055
325;o1xjyqyemv;9933.97;2022-07-27 13:05:03.275757;2022-07-27 13:05:03.275757
326;fq759q5qle;14654.0;2022-07-27 13:05:03.292251;2022-07-27 13:05:03.292251
327;psbsm0c4en;15874.6;2022-07-27 13:05:03.308943;2022-07-27 13:05:03.308943
328;n0lp3u5eca;16651.9;2022-07-27 13:05:03.325085;2022-07-27 13:05:03.325085
329;yxctj4m5fb;7985.62;2022-07-27 13:05:03.342654;2022-07-27 13:05:03.342654
330;difujvudoj;12895.3;2022-07-27 13:05:03.362674;2022-07-27 13:05:03.362674
331;vag36c3zw0;7424.01;2022-07-27 13:05:03.392417;2022-07-27 13:05:03.392417
332;hzdc7lypn1;14582.3;2022-07-27 13:05:03.421709;2022-07-27 13:05:03.421709
333;fbe8mdnf96;19230.8;2022-07-27 13:05:03.450552;2022-07-27 13:05:03.450552
334;qo545fx63d;11501.2;2022-07-27 13:05:03.481759;2022-07-27 13:05:03.481759
335;txchaevhte;11700.4;2022-07-27 13:05:03.504172;2022-07-27 13:05:03.504172
336;5d2ltntibj;8632.25;2022-07-27 13:05:03.531511;2022-07-27 13:05:03.531511
337;xlytoro3ws;8241.61;2022-07-27 13:05:03.547253;2022-07-27 13:05:03.547253
338;ql01vvva4u;17117.0;2022-07-27 13:05:03.565448;2022-07-27 13:05:03.565448
339;cgwwec7itf;15780.9;2022-07-27 13:05:03.595593;2022-07-27 13:05:03.595593
340;mtpeofcl94;8827.0;2022-07-27 13:05:03.629779;2022-07-27 13:05:03.629779
341;nt7sde6md9;8700.42;2022-07-27 13:05:03.657352;2022-07-27 13:05:03.657352
342;fpe866wfx8;17987.6;2022-07-27 13:05:03.690717;2022-07-27 13:05:03.690717
343;4cx7bdmtii;7258.04;2022-07-27 13:05:03.714295;2022-07-27 13:05:03.714295
344;ml8l1na19p;14109.6;2022-07-27 13:05:03.741309;2022-07-27 13:05:03.741309
345;ato2gcnz3d;16030.9;2022-07-27 13:05:03.765296;2022-07-27 13:05:03.765296
346;rujzlrzzsd;12015.5;2022-07-27 13:05:03.793539;2022-07-27 13:05:03.793539
347;wuu4n77a0x;9678.97;2022-07-27 13:05:03.820157;2022-07-27 13:05:03.820157
348;eokhwegkzl;10862.0;2022-07-27 13:05:03.842524;2022-07-27 13:05:03.842524
349;xaw1jqwtrh;9730.1;2022-07-27 13:05:03.870253;2022-07-27 13:05:03.870253
350;cgdq3jb2jr;9568.7;2022-07-27 13:05:03.897444;2022-07-27 13:05:03.897444
351;2935jzetg7;2069.28;2022-07-27 13:05:03.920951;2022-07-27 13:05:03.920951
352;yxknxfduu8;8575.42;2022-07-27 13:05:03.946467;2022-07-27 13:05:03.946467
353;kc212ixyjf;15886.6;2022-07-27 13:05:03.969562;2022-07-27 13:05:03.969562
354;iphkar4k4t;9485.46;2022-07-27 13:05:03.993076;2022-07-27 13:05:03.993076
355;hhsnqhecpj;11111.6;2022-07-27 13:05:04.017179;2022-07-27 13:05:04.017179
356;sva4mlgb2a;5745.3;2022-07-27 13:05:04.047010;2022-07-27 13:05:04.047010
357;833dhuqwdx;9533.19;2022-07-27 13:05:04.078024;2022-07-27 13:05:04.078024
358;umon6n03xh;16180.5;2022-07-27 13:05:04.109589;2022-07-27 13:05:04.109589
359;5lmqs1nesf;16598.9;2022-07-27 13:05:04.138596;2022-07-27 13:05:04.138596
360;cwpvkgy9v0;5020.78;2022-07-27 13:05:04.169615;2022-07-27 13:05:04.169615
361;471du2sa1r;16866.4;2022-07-27 13:05:04.197236;2022-07-27 13:05:04.197236
362;2j9ekn56mm;10789.8;2022-07-27 13:05:04.221224;2022-07-27 13:05:04.221224
363;t7p4n35wog;11133.8;2022-07-27 13:05:04.246498;2022-07-27 13:05:04.246498
364;5wp6dazmb5;10490.9;2022-07-27 13:05:04.272204;2022-07-27 13:05:04.272204
365;9q4k0nvak9;8047.31;2022-07-27 13:05:04.298005;2022-07-27 13:05:04.298005
366;4wvvd5iy2f;13977.8;2022-07-27 13:05:04.333128;2022-07-27 13:05:04.333128
367;zhh2ipiosz;16734.0;2022-07-27 13:05:04.361779;2022-07-27 13:05:04.361779
368;hq74wy8f83;10760.3;2022-07-27 13:05:04.393207;2022-07-27 13:05:04.393207
369;xr33hslby7;5096.22;2022-07-27 13:05:04.421805;2022-07-27 13:05:04.421805
370;yxjak06xyq;3841.73;2022-07-27 13:05:04.444956;2022-07-27 13:05:04.444956
371;h7h8s5emeb;8355.3;2022-07-27 13:05:04.470009;2022-07-27 13:05:04.470009
372;aq1kbfrzxq;14434.7;2022-07-27 13:05:04.495577;2022-07-27 13:05:04.495577
373;2qds7fn2qc;9707.43;2022-07-27 13:05:04.525929;2022-07-27 13:05:04.525929
374;z3lr5kuu30;24535.6;2022-07-27 13:05:04.552810;2022-07-27 13:05:04.552810
375;iw7f4zfgyw;10372.8;2022-07-27 13:05:04.582665;2022-07-27 13:05:04.582665
376;hu2lt8ki3m;14729.5;2022-07-27 13:05:04.610211;2022-07-27 13:05:04.610211
377;n2fq8s0dh6;12475.9;2022-07-27 13:05:04.637809;2022-07-27 13:05:04.637809
378;jh752p9e6r;7106.32;2022-07-27 13:05:04.661275;2022-07-27 13:05:04.661275
379;ai2h1srnk1;1209.66;2022-07-27 13:05:04.684972;2022-07-27 13:05:04.684972
380;0isgc3h4bg;6561.16;2022-07-27 13:05:04.707909;2022-07-27 13:05:04.707909
381;ekbn42wvon;12858.5;2022-07-27 13:05:04.730191;2022-07-27 13:05:04.730191
382;yryyq64lj7;11239.6;2022-07-27 13:05:04.752943;2022-07-27 13:05:04.752943
383;2m76b5npaj;13053.2;2022-07-27 13:05:04.777201;2022-07-27 13:05:04.777201
384;cjqvofalhb;14074.3;2022-07-27 13:05:04.801625;2022-07-27 13:05:04.801625
385;e0vulzw01t;10192.8;2022-07-27 13:05:04.825233;2022-07-27 13:05:04.825233
386;cm8li87jip;16264.9;2022-07-27 13:05:04.849857;2022-07-27 13:05:04.849857
387;adwp93t1m1;12951.8;2022-07-27 13:05:04.873584;2022-07-27 13:05:04.873584
388;cifnkwvlir;15526.8;2022-07-27 13:05:04.901431;2022-07-27 13:05:04.901431
389;88x54uqolh;9015.26;2022-07-27 13:05:04.925920;2022-07-27 13:05:04.925920
390;nmgoevappi;11141.7;2022-07-27 13:05:04.950534;2022-07-27 13:05:04.950534
391;6o8kotra5z;13273.7;2022-07-27 13:05:04.976088;2022-07-27 13:05:04.976088
392;szn7vubnq8;15296.5;2022-07-27 13:05:05.002336;2022-07-27 13:05:05.002336
393;0dffi2fqso;12681.5;2022-07-27 13:05:05.024824;2022-07-27 13:05:05.024824
394;zgf9bxltym;6246.75;2022-07-27 13:05:05.048113;2022-07-27 13:05:05.048113
395;epb05nsbao;4247.09;2022-07-27 13:05:05.071510;2022-07-27 13:05:05.071510
396;nrhc8llhux;9352.48;2022-07-27 13:05:05.095814;2022-07-27 13:05:05.095814
397;eh14o3fvz1;5567.3;2022-07-27 13:05:05.125704;2022-07-27 13:05:05.125704
398;1gehbkcymy;9311.4;2022-07-27 13:05:05.158108;2022-07-27 13:05:05.158108
399;djsw8fnatc;6492.4;2022-07-27 13:05:05.189985;2022-07-27 13:05:05.189985
400;44dh4n4qqr;12336.7;2022-07-27 13:05:05.222802;2022-07-27 13:05:05.222802
401;glv68baq6g;6668.46;2022-07-27 13:05:05.251468;2022-07-27 13:05:05.251468
402;ai2pg9qdqn;15637.2;2022-07-27 13:05:05.272964;2022-07-27 13:05:05.272964
403;cx0xwhb21c;5258.56;2022-07-27 13:05:05.294603;2022-07-27 13:05:05.294603
404;hwm8ec65c3;11424.1;2022-07-27 13:05:05.316952;2022-07-27 13:05:05.316952
405;zz6r1dlsy3;10070.7;2022-07-27 13:05:05.347225;2022-07-27 13:05:05.347225
406;3ybp347m88;10900.8;2022-07-27 13:05:05.377642;2022-07-27 13:05:05.377642
407;0ujs5nvfv7;15099.5;2022-07-27 13:05:05.407878;2022-07-27 13:05:05.407878
408;8n4h8wsxpl;9676.5;2022-07-27 13:05:05.438250;2022-07-27 13:05:05.438250
409;npmlxolj5a;17153.4;2022-07-27 13:05:05.469227;2022-07-27 13:05:05.469227
410;y3cpf8cfeq;15695.5;2022-07-27 13:05:05.499389;2022-07-27 13:05:05.499389
411;de6m5sgge9;15594.2;2022-07-27 13:05:05.528206;2022-07-27 13:05:05.528206
412;4jjs0lklek;10670.7;2022-07-27 13:05:05.558298;2022-07-27 13:05:05.558298
413;v9kvd5tb9r;10062.0;2022-07-27 13:05:05.591286;2022-07-27 13:05:05.591286
414;92hcvc0tha;11539.2;2022-07-27 13:05:05.621601;2022-07-27 13:05:05.621601
415;o43reyw26b;9768.06;2022-07-27 13:05:05.648726;2022-07-27 13:05:05.648726
416;p3e0pvxl9q;17135.8;2022-07-27 13:05:05.679348;2022-07-27 13:05:05.679348
417;3niiu37oov;14385.4;2022-07-27 13:05:05.709364;2022-07-27 13:05:05.709364
418;fjtei3ns1o;7555.39;2022-07-27 13:05:05.736315;2022-07-27 13:05:05.736315
419;4pygydt3mz;7912.56;2022-07-27 13:05:05.760790;2022-07-27 13:05:05.760790
420;nk6s5gyrvw;9521.23;2022-07-27 13:05:05.786021;2022-07-27 13:05:05.786021
421;r5ytes6ijw;11712.9;2022-07-27 13:05:05.818362;2022-07-27 13:05:05.818362
422;spe1qlb14u;11097.1;2022-07-27 13:05:05.850715;2022-07-27 13:05:05.850715
423;npxshu9gha;13983.0;2022-07-27 13:05:05.882785;2022-07-27 13:05:05.882785
424;ljizahp6ah;11920.4;2022-07-27 13:05:05.914779;2022-07-27 13:05:05.914779
425;f6pnpez5cl;5194.13;2022-07-27 13:05:05.944676;2022-07-27 13:05:05.944676
426;6ujsn49rd1;12170.2;2022-07-27 13:05:05.969074;2022-07-27 13:05:05.969074
427;1pbr5m3735;10333.7;2022-07-27 13:05:05.994294;2022-07-27 13:05:05.994294
428;xk7f11ll9a;11674.8;2022-07-27 13:05:06.024745;2022-07-27 13:05:06.024745
429;qe3mdthc9e;10515.6;2022-07-27 13:05:06.048860;2022-07-27 13:05:06.048860
430;wt4c2sa74d;11136.2;2022-07-27 13:05:06.074905;2022-07-27 13:05:06.074905
431;wg726warpl;15791.4;2022-07-27 13:05:06.105726;2022-07-27 13:05:06.105726
432;drlouqh84i;12118.4;2022-07-27 13:05:06.134190;2022-07-27 13:05:06.134190
433;8h2049efyy;5555.59;2022-07-27 13:05:06.164437;2022-07-27 13:05:06.164437
434;rpeb3x6xgs;9319.75;2022-07-27 13:05:06.189504;2022-07-27 13:05:06.189504
435;lzv8afqdgh;9080.22;2022-07-27 13:05:06.212164;2022-07-27 13:05:06.212164
436;zi3let5nlw;12820.7;2022-07-27 13:05:06.238428;2022-07-27 13:05:06.238428
437;lnlrgn148g;9054.85;2022-07-27 13:05:06.264320;2022-07-27 13:05:06.264320
438;k0ugfodghi;12073.1;2022-07-27 13:05:06.289946;2022-07-27 13:05:06.289946
439;snlbq8wdws;7902.29;2022-07-27 13:05:06.315583;2022-07-27 13:05:06.315583
440;g11m20pb5i;10047.7;2022-07-27 13:05:06.346621;2022-07-27 13:05:06.346621
441;e0crmots3i;9867.21;2022-07-27 13:05:06.378314;2022-07-27 13:05:06.378314
442;gt36zxbsre;11803.9;2022-07-27 13:05:06.410807;2022-07-27 13:05:06.410807
443;tpwj4v6wlp;15799.6;2022-07-27 13:05:06.441736;2022-07-27 13:05:06.441736
444;i4j5lduqfn;11699.9;2022-07-27 13:05:06.466228;2022-07-27 13:05:06.466228
445;fu1v2aoiuo;9340.3;2022-07-27 13:05:06.487986;2022-07-27 13:05:06.487986
446;70l3r9jtjl;15858.7;2022-07-27 13:05:06.509136;2022-07-27 13:05:06.509136
447;ytrx21kdsa;13243.5;2022-07-27 13:05:06.529911;2022-07-27 13:05:06.529911
448;d0gt2bgp8p;10102.6;2022-07-27 13:05:06.558333;2022-07-27 13:05:06.558333
449;5se3bon8e4;9083.13;2022-07-27 13:05:06.588750;2022-07-27 13:05:06.588750
450;xjf0d8iesr;6486.49;2022-07-27 13:05:06.617887;2022-07-27 13:05:06.617887
451;tr0vtbh26t;3216.85;2022-07-27 13:05:06.645692;2022-07-27 13:05:06.645692
452;hgw6775ag5;929.081;2022-07-27 13:05:06.674365;2022-07-27 13:05:06.674365
453;2zvibtn1pu;831.863;2022-07-27 13:05:06.703800;2022-07-27 13:05:06.703800
454;lcydvyfk92;719.475;2022-07-27 13:05:06.733579;2022-07-27 13:05:06.733579
455;axdgc1wjtr;1139.76;2022-07-27 13:05:06.762585;2022-07-27 13:05:06.762585
456;pwlk8degd4;592.221;2022-07-27 13:05:06.792168;2022-07-27 13:05:06.792168
457;036cz1ay94;1116.17;2022-07-27 13:05:06.821182;2022-07-27 13:05:06.821182
458;krfocvwyj9;698.609;2022-07-27 13:05:06.849755;2022-07-27 13:05:06.849755
459;zr9kbxuywv;977.084;2022-07-27 13:05:06.878096;2022-07-27 13:05:06.878096
460;pg0i2dnd1j;1020.51;2022-07-27 13:05:06.907408;2022-07-27 13:05:06.907408
461;4sqj4lkwl5;622.921;2022-07-27 13:05:06.939173;2022-07-27 13:05:06.939173
462;svrseh8qqg;825.539;2022-07-27 13:05:06.970137;2022-07-27 13:05:06.970137
463;gf6kir62hp;1395.5;2022-07-27 13:05:07.002060;2022-07-27 13:05:07.002060
464;u9xhsvftzu;887.103;2022-07-27 13:05:07.030535;2022-07-27 13:05:07.030535
465;gcjwgj80co;726.461;2022-07-27 13:05:07.054020;2022-07-27 13:05:07.054020
466;ya33i9f06k;1247.7;2022-07-27 13:05:07.078888;2022-07-27 13:05:07.078888
467;pvf0kv8qpd;1622.73;2022-07-27 13:05:07.103806;2022-07-27 13:05:07.103806
468;vxay12kgh5;593.126;2022-07-27 13:05:07.127917;2022-07-27 13:05:07.127917
469;23ejnxwu1q;998.213;2022-07-27 13:05:07.152075;2022-07-27 13:05:07.152075
470;b0djvweek9;865.821;2022-07-27 13:05:07.175698;2022-07-27 13:05:07.175698
471;cvfur3tvf5;175.953;2022-07-27 13:05:07.200458;2022-07-27 13:05:07.200458
472;84jzm3przm;626.77;2022-07-27 13:05:07.235167;2022-07-27 13:05:07.235167
473;xxg5q0wg41;818.588;2022-07-27 13:05:07.265813;2022-07-27 13:05:07.265813
474;vf4w47r4r6;775.315;2022-07-27 13:05:07.297599;2022-07-27 13:05:07.297599
475;mx3josuzsu;1147.51;2022-07-27 13:05:07.329565;2022-07-27 13:05:07.329565
476;8ckyjidjp5;1013.4;2022-07-27 13:05:07.355535;2022-07-27 13:05:07.355535
477;u2oa9enrln;760.231;2022-07-27 13:05:07.380943;2022-07-27 13:05:07.380943
478;s4zkuaf0z3;604.934;2022-07-27 13:05:07.405439;2022-07-27 13:05:07.405439
479;prlo9autdc;581.372;2022-07-27 13:05:07.428415;2022-07-27 13:05:07.428415
480;29z3qyr0ko;878.309;2022-07-27 13:05:07.458343;2022-07-27 13:05:07.458343
481;uz3hsl5wpz;889.744;2022-07-27 13:05:07.481518;2022-07-27 13:05:07.481518
482;row7sx4m3p;735.299;2022-07-27 13:05:07.508035;2022-07-27 13:05:07.508035
483;30biw7fu92;760.931;2022-07-27 13:05:07.533411;2022-07-27 13:05:07.533411
484;scyi3y5cub;1019.0;2022-07-27 13:05:07.557237;2022-07-27 13:05:07.557237
485;l0j1fla3ie;863.524;2022-07-27 13:05:07.588953;2022-07-27 13:05:07.588953
486;01sne33z7e;1271.52;2022-07-27 13:05:07.614958;2022-07-27 13:05:07.614958
487;r7s9it1vys;1769.68;2022-07-27 13:05:07.639066;2022-07-27 13:05:07.639066
488;k94slixxjh;451.665;2022-07-27 13:05:07.665264;2022-07-27 13:05:07.665264
489;xf3usudwjx;1186.89;2022-07-27 13:05:07.693431;2022-07-27 13:05:07.693431
490;k57vtcvzkv;1111.2;2022-07-27 13:05:07.719850;2022-07-27 13:05:07.719850
491;bh8mi7umkg;679.914;2022-07-27 13:05:07.742316;2022-07-27 13:05:07.742316
492;v6cigbjigb;748.306;2022-07-27 13:05:07.767661;2022-07-27 13:05:07.767661
493;yxber0z7u9;891.256;2022-07-27 13:05:07.793998;2022-07-27 13:05:07.793998
494;4lufyxc4qf;656.249;2022-07-27 13:05:07.817486;2022-07-27 13:05:07.817486
495;knkgn9mqaz;750.099;2022-07-27 13:05:07.840329;2022-07-27 13:05:07.840329
496;307u1n5gvf;1398.2;2022-07-27 13:05:07.861528;2022-07-27 13:05:07.861528
497;8k7ha8fg9d;805.627;2022-07-27 13:05:07.885441;2022-07-27 13:05:07.885441
498;96gb3s58np;974.1;2022-07-27 13:05:07.909300;2022-07-27 13:05:07.909300
499;u2s8cvm1fe;296.862;2022-07-27 13:05:07.935995;2022-07-27 13:05:07.935995
500;1qjw6tr4qa;1053.37;2022-07-27 13:05:07.978228;2022-07-27 13:05:07.978228
501;nr278osc2z;1405.31;2022-07-27 13:05:08.005645;2022-07-27 13:05:08.005645
502;ikpqhcwow5;1176.14;2022-07-27 13:05:08.033745;2022-07-27 13:05:08.033745
503;wbjizvnt3i;969.088;2022-07-27 13:05:08.061060;2022-07-27 13:05:08.061060
504;f5fd59anq5;1085.76;2022-07-27 13:05:08.090711;2022-07-27 13:05:08.090711
505;sxynhmi775;587.433;2022-07-27 13:05:08.121599;2022-07-27 13:05:08.121599
506;5x1hi8n29y;887.082;2022-07-27 13:05:08.151947;2022-07-27 13:05:08.151947
507;kyr6yyojsa;1067.68;2022-07-27 13:05:08.182378;2022-07-27 13:05:08.182378
508;ctg037kqi4;1014.73;2022-07-27 13:05:08.214777;2022-07-27 13:05:08.214777
509;r5j93rqc6m;977.135;2022-07-27 13:05:08.244997;2022-07-27 13:05:08.244997
510;4v5ellxohw;1134.17;2022-07-27 13:05:08.275104;2022-07-27 13:05:08.275104
511;llfrsykhns;575.853;2022-07-27 13:05:08.300196;2022-07-27 13:05:08.300196
512;h2369fu01l;650.292;2022-07-27 13:05:08.325489;2022-07-27 13:05:08.325489
513;bje3qub2lp;716.119;2022-07-27 13:05:08.349549;2022-07-27 13:05:08.349549
514;2pewxbg2hc;1656.74;2022-07-27 13:05:08.375027;2022-07-27 13:05:08.375027
515;8r5mwz73yq;999.667;2022-07-27 13:05:08.405865;2022-07-27 13:05:08.405865
516;sirj2qvjrw;601.108;2022-07-27 13:05:08.432311;2022-07-27 13:05:08.432311
517;w5rhyul4p1;1298.78;2022-07-27 13:05:08.456535;2022-07-27 13:05:08.456535
518;jgv0uyxrnu;1331.92;2022-07-27 13:05:08.480642;2022-07-27 13:05:08.480642
519;cufqj86o0c;853.737;2022-07-27 13:05:08.506198;2022-07-27 13:05:08.506198
520;tkr38xh5yt;1559.73;2022-07-27 13:05:08.531458;2022-07-27 13:05:08.531458
521;54himbesgf;874.053;2022-07-27 13:05:08.554336;2022-07-27 13:05:08.554336
522;37l4l6ru4m;251.08;2022-07-27 13:05:08.577862;2022-07-27 13:05:08.577862
523;2djeg9wlel;1166.18;2022-07-27 13:05:08.602090;2022-07-27 13:05:08.602090
524;amumf35ojt;1326.04;2022-07-27 13:05:08.630096;2022-07-27 13:05:08.630096
525;arnyhksfhk;497.414;2022-07-27 13:05:08.660196;2022-07-27 13:05:08.660196
526;yb7ybkehul;789.773;2022-07-27 13:05:08.689911;2022-07-27 13:05:08.689911
527;0ky5akfgw4;1097.07;2022-07-27 13:05:08.713859;2022-07-27 13:05:08.713859
528;kbbaqj23me;1038.49;2022-07-27 13:05:08.734819;2022-07-27 13:05:08.734819
529;1eqjfz3l4v;1178.65;2022-07-27 13:05:08.755396;2022-07-27 13:05:08.755396
530;ehk2z97ak7;286.432;2022-07-27 13:05:08.776060;2022-07-27 13:05:08.776060
531;ezjhgoa00s;872.621;2022-07-27 13:05:08.796304;2022-07-27 13:05:08.796304
532;7pwracsu6v;1272.69;2022-07-27 13:05:08.818255;2022-07-27 13:05:08.818255
533;d2xnnfh630;845.481;2022-07-27 13:05:08.840191;2022-07-27 13:05:08.840191
534;sy5il2sb5s;1190.4;2022-07-27 13:05:08.860201;2022-07-27 13:05:08.860201
535;od2u6x5vlf;1112.84;2022-07-27 13:05:08.881893;2022-07-27 13:05:08.881893
536;v1d1so3wds;704.981;2022-07-27 13:05:08.903378;2022-07-27 13:05:08.903378
537;0brm1e84fn;986.375;2022-07-27 13:05:08.926044;2022-07-27 13:05:08.926044
538;vkv47jo57m;536.636;2022-07-27 13:05:08.954602;2022-07-27 13:05:08.954602
539;2vsoae6abv;1336.77;2022-07-27 13:05:08.987103;2022-07-27 13:05:08.987103
540;ls3pb9mm4m;671.734;2022-07-27 13:05:09.016154;2022-07-27 13:05:09.016154
541;ke8s00b20v;670.189;2022-07-27 13:05:09.044207;2022-07-27 13:05:09.044207
542;mfqz96dqmr;21278.2;2022-07-27 13:05:09.064517;2022-07-27 13:05:09.064517
543;ut34hbgwu6;12409.3;2022-07-27 13:05:09.086314;2022-07-27 13:05:09.086314
544;v3b613ryfy;7828.77;2022-07-27 13:05:09.103781;2022-07-27 13:05:09.103781
545;2rbyhai5hq;10620.7;2022-07-27 13:05:09.120423;2022-07-27 13:05:09.120423
546;715k7p8nd8;2470.76;2022-07-27 13:05:09.148782;2022-07-27 13:05:09.148782
547;4xlf1a65x8;21429.1;2022-07-27 13:05:09.178223;2022-07-27 13:05:09.178223
548;0ysmvcr6uv;7658.54;2022-07-27 13:05:09.208456;2022-07-27 13:05:09.208456
549;wevre1mkcd;11680.5;2022-07-27 13:05:09.237042;2022-07-27 13:05:09.237042
550;xf5t08rmr6;17149.3;2022-07-27 13:05:09.260398;2022-07-27 13:05:09.260398
551;8uwzfhb5cf;18707.1;2022-07-27 13:05:09.285456;2022-07-27 13:05:09.285456
552;0qvftrdtdy;10968.0;2022-07-27 13:05:09.311057;2022-07-27 13:05:09.311057
553;at10lbtbmp;11624.7;2022-07-27 13:05:09.338062;2022-07-27 13:05:09.338062
554;8knw6b61fw;15505.9;2022-07-27 13:05:09.370765;2022-07-27 13:05:09.370765
555;o9ykaiqusf;10366.7;2022-07-27 13:05:09.401584;2022-07-27 13:05:09.401584
556;iyeed3kx5m;14891.8;2022-07-27 13:05:09.425029;2022-07-27 13:05:09.425029
557;0t2xng8jlo;10208.4;2022-07-27 13:05:09.450769;2022-07-27 13:05:09.450769
558;o4qhthzoz4;17633.3;2022-07-27 13:05:09.480235;2022-07-27 13:05:09.480235
559;n6wtuyz9tu;10424.9;2022-07-27 13:05:09.509974;2022-07-27 13:05:09.509974
560;0c1yq6lefk;9728.88;2022-07-27 13:05:09.538126;2022-07-27 13:05:09.538126
561;ybzv2xu3vy;7643.48;2022-07-27 13:05:09.567737;2022-07-27 13:05:09.567737
562;pzqjjsfj1q;12711.4;2022-07-27 13:05:09.599286;2022-07-27 13:05:09.599286
563;58ayvwe4u1;7902.85;2022-07-27 13:05:09.632412;2022-07-27 13:05:09.632412
564;mkzdkpjz7w;13237.2;2022-07-27 13:05:09.662337;2022-07-27 13:05:09.662337
565;m56gx6itxq;16388.0;2022-07-27 13:05:09.694103;2022-07-27 13:05:09.694103
566;58gju3gr02;16890.7;2022-07-27 13:05:09.718918;2022-07-27 13:05:09.718918
567;2gbznygizl;19472.5;2022-07-27 13:05:09.743760;2022-07-27 13:05:09.743760
568;8metc5htsm;15079.1;2022-07-27 13:05:09.768376;2022-07-27 13:05:09.768376
569;i62dlopvhx;10723.5;2022-07-27 13:05:09.793035;2022-07-27 13:05:09.793035
570;5biayro2hz;16699.2;2022-07-27 13:05:09.817288;2022-07-27 13:05:09.817288
571;zclymxcq34;12336.2;2022-07-27 13:05:09.846226;2022-07-27 13:05:09.846226
572;3pq6byt4mg;8003.26;2022-07-27 13:05:09.870806;2022-07-27 13:05:09.870806
573;y2om7tlfad;15331.3;2022-07-27 13:05:09.896607;2022-07-27 13:05:09.896607
574;u6yg9m8etd;17262.9;2022-07-27 13:05:09.921860;2022-07-27 13:05:09.921860
575;2cf9csyox7;16284.2;2022-07-27 13:05:09.947009;2022-07-27 13:05:09.947009
576;bfyvr4j1fy;14523.6;2022-07-27 13:05:09.970188;2022-07-27 13:05:09.970188
577;quey10hmc4;10937.7;2022-07-27 13:05:09.993325;2022-07-27 13:05:09.993325
